T1,T2,T3,T4,T5,T6,final_stability,final_resources,final_workload,final_confidence,floor_hit,tags
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Controlled Response,85,0,40,100,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Protect Reserves,75,10,40,100,,Preventative Management | Public Confidence First
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Follow AI Rec (Calm),85,0,40,100,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Follow AI Rec (Pushy),95,0,40,100,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Commit Remaining Resources,100,0,40,100,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Controlled Response,100,0,40,100,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Protect Reserves,95,0,40,100,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Follow AI Rec (Calm),100,0,40,100,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Follow AI Rec (Pushy),100,0,40,100,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Commit Remaining Resources,100,0,35,100,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Controlled Response,95,0,35,100,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Protect Reserves,85,10,35,100,,Preventative Management | Public Confidence First
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Follow AI Rec (Calm),95,0,35,100,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Follow AI Rec (Pushy),100,0,35,100,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Commit Remaining Resources,100,0,40,75,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Controlled Response,100,0,40,70,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Protect Reserves,95,5,40,70,,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Follow AI Rec (Calm),100,0,40,70,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,0,40,75,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Commit Remaining Resources,95,10,40,75,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Controlled Response,85,20,40,70,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Protect Reserves,75,30,40,70,,Preventative Management | Controlled Recovery
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Follow AI Rec (Calm),85,20,40,70,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Follow AI Rec (Pushy),95,10,40,75,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Commit Remaining Resources,100,0,40,75,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Controlled Response,100,10,40,70,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Protect Reserves,95,20,40,70,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Follow AI Rec (Calm),100,10,40,70,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Follow AI Rec (Pushy),100,0,40,75,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Commit Remaining Resources,100,10,35,75,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Controlled Response,95,20,35,70,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Protect Reserves,85,30,35,70,,Preventative Management | Controlled Recovery
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Follow AI Rec (Calm),95,20,35,70,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Follow AI Rec (Pushy),100,10,35,75,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Commit Remaining Resources,100,0,47,90,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Controlled Response,100,0,47,85,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Protect Reserves,95,5,47,85,,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Calm),100,0,47,85,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,0,47,90,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Commit Remaining Resources,95,10,47,90,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Controlled Response,85,20,47,85,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Protect Reserves,75,30,47,85,,Preventative Management | Controlled Recovery
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Follow AI Rec (Calm),85,20,47,85,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Follow AI Rec (Pushy),95,10,47,90,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Commit Remaining Resources,100,0,47,90,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Controlled Response,100,10,47,85,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Protect Reserves,95,20,47,85,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Follow AI Rec (Calm),100,10,47,85,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Follow AI Rec (Pushy),100,0,47,90,T6:resources,Preventative Management | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Await Additional Data,Commit Remaining Resources,100,10,42,90,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Await Additional Data,Controlled Response,95,20,42,85,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Await Additional Data,Protect Reserves,85,30,42,85,,Preventative Management | Controlled Recovery
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Await Additional Data,Follow AI Rec (Calm),95,20,42,85,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Open Emergency Investigation,Await Additional Data,Follow AI Rec (Pushy),100,10,42,90,,Preventative Management
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Reassure Public,Immediate Maintenance Programme,Commit Remaining Resources,100,0,40,95,T6:resources,Preventative Management | Public Confidence First | System Collapse
Emergency Rerouting,Restore Communications,Escalate Infrastructure Support,Reassure Public,Immediate Maintenance Programme,Controlled Response,100,0,40,90,T6:resources,Preventative Management | Public Confidence First | System Collapse
